42.375705,-72.518795
41.700318,-70.300185
42.358515,-71.060079
42.083567,-71.018401
42.148891,-72.607898
41.544692,-70.655744
42.583729,-71.802206
42.279462,-71.416599
42.576008,-71.996683
42.615781,-70.632267
42.587741,-72.599502
42.776203,-71.077131
41.652453,-70.288163
42.707034,-71.16308
42.525126,-71.759478
42.447367,-71.227186
42.63342,-71.316142
42.466644,-70.949574
41.892989,-70.910749
41.596811,-70.903321
42.812322,-70.877521
42.336851,-71.209347
42.700888,-73.108496
42.324978,-72.640888
42.450112,-73.245013
41.958378,-70.667432
42.252773,-71.002182
41.759067,-70.493994
42.074879,-72.033516
42.101548,-72.589691
41.899915,-71.089417
41.454249,-70.603617
42.05015,-71.880108
42.125016,-72.749214
42.479263,-71.152224
42.262625,-71.802506
